FirstName,LastName,Gender,Title,CompanyName,AnnualRevenue,NumEmployees,DateLastContacted,CompanyLocation,EmailAddress,DealSize,Industry,NumOpens,DaysSince,DealStatus,SalesNotes
Ashley,Chu,1,Manager,TechnoCom Inc,36038212,1802,2024-06-19,Ukraine,achu@technocominc.com,180191,Management,48,36,Opportunity,Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with merger. Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Proposal for Digital Transformation Roadmap sent. Highlighted our experience in Construction and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-05. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. CFO requested a meeting to discuss expanding the project scope to include change management.
Caigen,Beaver,0,Manager,InfoHard Group,70318866,3516,2024-02-23,France,cbeaver@infohardgroup.com,351594,Health Care,61,153,Suspect,Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Initial outreach via LinkedIn. Prospect expressed interest in our supply chain optimization. Scheduled a discovery call for 2024-08-12 to discuss their specific needs. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Meagan,Kreutzer,1,Manager,GlobalComp Group,58582045,2929,2024-04-12,France,mkreutzer@globalcompgroup.com,292910,Wholesale Trade,38,104,Lead,Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-06 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-06 to discuss their specific needs. Proposal for Strategic Assessment sent. Highlighted our experience in Hospitality and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-06. Director requested a meeting to discuss expanding the project scope to include AI image generation.
Amber,Elliss,1,CEO,UltraMarket Group,59546605,2977,2024-06-26,Canada,aelliss@ultramarketgroup.com,297733,Health Care,5,29,Closed Won,Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-02 to discuss their specific needs. Cold call to Director at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with digital transformation. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Kiyana,Cable,1,Manager,SuperMart Group,54661067,2733,2024-04-10,France,kcable@supermartgroup.com,273305,Real Estate,45,106,Lead,Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-10 to discuss their specific needs. Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with merger. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-10 to discuss next steps. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Amy,Kawata,1,Marketing Coordinator,EduCom Group,62067609,3103,2024-04-06,France,akawata@educomgroup.com,310338,Finance,3,110,Lead,"Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-21 to discuss their specific needs. Attended Industry Conference and met with CTO. They're exploring options to improve their AI implementation and mentioned our competitor, Deloitte. Follow-up email sent. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget."
Margarita,Chavez,1,Manager,SuperComp Corp,92763844,4638,2024-07-10,Italy,mchavez@supercompcorp.com,463819,Arts,53,15,Closed Won,"Attended Trade Show and met with CTO. They're exploring options to improve their profit margins and mentioned our competitor, BCG. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our product market fit. Scheduled a discovery call for 2024-08-08 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing digital transformation. They seem open to a strategic assessment."
Jacob,Scheneman,0,Marketing Coordinator,SecureLogix LLC,99928841,4996,2024-02-28,Mexico,jscheneman@securelogixllc.com,499644,Retail Trade,42,148,Prospect,"Attended Webinar and met with Director. They're exploring options to improve their data analytics capabilities and mentioned our competitor, Bain. Follow-up email sent. Attended Webinar and met with Director. They're exploring options to improve their data analytics capabilities and mentioned our competitor, Bain. Follow-up email sent. Discovery call completed. Key takeaways: Prospect company is facing supply chain disruptions. They seem open to a strategic assessment. Follow-up call after proposal submission. Director had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in data analytics capabilities."
Haibaa,el-Hadi,1,Manager,GlobalMart LLP,9232837,462,2024-02-26,South Korea,hel-hadi@globalmartllp.com,46164,Education,71,150,Suspect,Initial outreach via LinkedIn. Prospect expressed interest in our supply chain optimization. Scheduled a discovery call for 2024-08-21 to discuss their specific needs. Cold call to Director at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with digital transformation. Shared our company overview and case studies relevant to their industry. Director is particularly interested in understanding how we measure ROI on our engagements. Proposal for Exploratory Data Analysis sent. Highlighted our experience in Financial Services and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-21. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in change management.
Jeffrey,Nguyen,0,Director,AIMarket Corp,12911064,646,2024-04-17,China,jnguyen@aimarketcorp.com,64555,Retail Trade,35,99,Lead,"Attended Networking Event and met with Director. They're exploring options to improve their profit margins and mentioned our competitor, Bain. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-22 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. Director is particularly interested in understanding how we measure ROI on our engagements. Proposal for Customer Journey Optimization sent. Highlighted our experience in Agriculture and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-22. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
