"","userid","dealamount","lastname","firstname","source","status","rep","company","firstcontact","won"
"1721",81593913,90000,"al-Masri","Shaheila","Webinar","Proposal","Johnson","Popular Products Inc.",2012-06-01,0
"1722",66507675,40000,"al-Mir","Najeeb","Conference","Suspect","Victor","Great Partners LLC",2013-03-02,0
"1723",92896378,50000,"Dickerson","Graciela","Social","Opportunity","Nestor","Popular Partners Inc.",2017-03-02,0
"1724",97561684,70000,"Morton","Abdul Kader","Trade Show","Proposal","Rachelle","Wonderful Goods LLP",2016-03-02,0
"1725",88228688,80000,"el-Mowad","Kendra","Social","Opportunity","Rachelle","Wonderful Goods Inc.",2016-05-12,0
"1726",80089597,20000,"Johnson","Zohal","Email","Proposal","Haamida","Popular Goods LLP",2015-08-09,0
"1727",729835,20000,"Coleman","Erica","Web","Lead","Haamida","Great Enterprises Inc.",2016-03-28,0
"1728",20119224,70000,"Stone","Aleya","Social","Proposal","Shay","Wonderful Enterprises Inc.",2013-10-29,0
"1729",86153851,80000,"Charles","Jalen","Trade Show","Suspect","Hunter","Wonderful Enterprises LLC",2017-11-08,0
"1730",25836022,70000,"Little","Jacelyn","Webinar","Negotiation","Nestor","Wonderful Enterprises LLC",2017-09-07,0
"1731",56931207,10000,"Daw","Korren","Webinar","Proposal","Angelo","Great Partners Inc.",2014-01-20,0
"1732",36075624,10000,"Bercier","Ashley","Referral","Lead","Hunter","Popular Partners LLP",2013-07-03,0
"1733",87508849,10000,"Barree","Gabriell","Paid Ads","Lead","Hunter","Popular Goods LLP",2014-11-05,0
"1734",93128202,40000,"Higueros","Koi","Paid Ads","Closed Lost","Nestor","Great Partners Inc.",2017-07-02,0
"1735",69817005,80000,"Alires","Neena","Email","Negotiation","Shay","Wonderful Goods LLC",2013-11-07,0
"1736",40514968,10000,"Woodard","Dana","Web","Lead","Haamida","Great Products LLP",2013-11-24,0
"1737",38018880,40000,"Nunez-Figueroa","Faarooq","Conference","Negotiation","Johnson","Great Products Inc.",2013-05-15,0
"1738",50482054,50000,"Pamphille","Itzaira","Email","Prospect","Rachelle","Popular Enterprises LLP",2014-12-14,0
"1739",23458846,40000,"Paukovich","Jacob","Webinar","Proposal","Shay","Wonderful Products Inc.",2017-04-27,0
"1740",61561976,90000,"Vasquez","Reeanna","Paid Ads","Closed Won","Victor","Wonderful Services Inc.",2013-03-29,1
"1741",5607066,10000,"al-Shakoor","Shasta","Social","Closed Lost","Rachelle","Wonderful Partners LLC",2015-12-03,0
"1742",47317652,30000,"Briseno","Rachel","Referral","Closed Won","Johnson","Wonderful Products Inc.",2016-03-24,1
"1743",33310690,100000,"al-Haidar","Laurissa","Referral","Closed Won","Angelo","Great Products LLC",2017-09-11,1
"1744",31394346,90000,"Ramirez-Contreras","Rachel","Web","Opportunity","Angelo","Popular Services LLC",2012-11-16,0
"1745",7166713,10000,"el-Harroun","Audra","Social","Opportunity","Angelo","Popular Partners Inc.",2016-10-12,0
"1746",38315860,90000,"Kanack","Stephanie","Social","Closed Won","Hunter","Wonderful Enterprises LLC",2012-05-11,1
"1747",54939009,60000,"Blackmon","Marisol","Conference","Opportunity","Nestor","Popular Goods Inc.",2016-08-25,0
"1748",22427139,20000,"Osakue","Sumaita","Trade Show","Opportunity","Rachelle","Great Enterprises LLC",2015-12-30,0
"1749",83170153,20000,"al-Edris","Amy","Paid Ads","Lead","Angelo","Wonderful Products LLC",2016-05-07,0
"1750",33369706,60000,"Little","Amru","Conference","Closed Lost","Hunter","Great Services LLC",2013-05-11,0
"1751",30339075,10000,"Arrington","Jumaana","Email","Prospect","Hunter","Wonderful Enterprises LLP",2012-03-29,0
"1752",48539205,30000,"al-Mowad","Silin","Referral","Negotiation","Nestor","Great Partners Inc.",2014-04-25,0
"1753",22192741,100000,"Hall","Shara","Social","Closed Won","Haamida","Wonderful Goods LLP",2012-11-24,1
"1754",40952829,60000,"Jensen","Hamna","Social","Negotiation","Nestor","Popular Goods LLP",2017-10-03,0
"1755",97779189,40000,"Gienapp","Arwa","Webinar","Closed Won","Hunter","Great Partners LLC",2014-01-21,1
"1756",51952443,80000,"al-Mohamad","Guadalupe","Webinar","Proposal","Shay","Wonderful Goods Inc.",2012-04-23,0
"1757",19209153,30000,"Martinez","Christian","Trade Show","Opportunity","Angelo","Popular Products LLC",2014-06-22,0
"1758",47347874,100000,"Marron","Yvette","Social","Negotiation","Johnson","Wonderful Services LLC",2014-09-05,0
"1759",67523896,70000,"Lee","Destiny","Trade Show","Closed Won","Nestor","Great Partners LLC",2017-09-08,1
"1760",1683644,40000,"Moore","Alexus","Conference","Opportunity","Rachelle","Great Partners Inc.",2012-12-03,0
"1761",37374847,10000,"el-Jafari","Panhnha","Webinar","Prospect","Rachelle","Wonderful Services LLP",2014-07-30,0
"1762",40438676,80000,"al-Baig","Joe","Paid Ads","Negotiation","Victor","Wonderful Services Inc.",2013-02-14,0
"1763",39812064,70000,"Ortiz","Aarif","Web","Closed Lost","Haamida","Great Goods LLC",2013-02-19,0
"1764",13346752,70000,"el-Fahmy","Cristina","Trade Show","Closed Won","Nestor","Great Services LLC",2014-08-03,1
"1765",35565301,80000,"al-Mahdavi","Coleton","Social","Opportunity","Hunter","Great Products Inc.",2014-04-29,0
"1766",16762879,30000,"Romero","Mariah","Referral","Closed Won","Rachelle","Wonderful Goods LLP",2016-11-23,1
"1767",16198443,20000,"el-Ayub","Jason","Paid Ads","Closed Won","Johnson","Popular Products LLP",2014-10-27,1
"1768",67553808,30000,"Xiong","Monica","Trade Show","Suspect","Hunter","Wonderful Products Inc.",2014-12-18,0
"1769",34394629,40000,"Torres","Shaqeeq","Referral","Prospect","Shay","Popular Partners LLP",2012-03-19,0
"1770",17975305,80000,"Eun","Tyler","Social","Proposal","Rachelle","Wonderful Services LLP",2015-09-04,0
"1771",70768638,100000,"Stephenson","Rachel","Web","Negotiation","Haamida","Great Products LLP",2012-06-01,0
"1772",73815083,20000,"Schuler","Vidya","Web","Negotiation","Victor","Great Products LLP",2013-03-02,0
"1773",51155768,20000,"Simpson","Atheer","Referral","Opportunity","Johnson","Wonderful Partners LLP",2017-03-02,0
"1774",12931033,40000,"Martin","Maya","Conference","Suspect","Victor","Wonderful Services LLC",2016-03-02,0
"1775",97100909,70000,"Qadri","Marwa","Paid Ads","Negotiation","Hunter","Great Products Inc.",2016-05-12,0
"1776",61993413,20000,"Turner","Sabeeka","Paid Ads","Closed Won","Rachelle","Wonderful Enterprises LLC",2015-08-09,1
"1777",42386010,50000,"Watson","Ashley","Web","Proposal","Johnson","Great Services LLP",2016-03-28,0
"1778",27801016,100000,"Najera","Tyree","Referral","Proposal","Shay","Wonderful Services Inc.",2013-10-29,0
"1779",78344649,70000,"Quick","Farhat","Email","Opportunity","Nestor","Popular Goods LLC",2017-11-08,0
"1780",49245959,30000,"al-Kaleel","Hannah","Trade Show","Suspect","Nestor","Popular Services LLP",2017-09-07,0
"1781",35432052,20000,"el-Haq","Justin","Social","Lead","Victor","Great Services Inc.",2014-01-20,0
"1782",41039251,100000,"Martin","Joseph","Trade Show","Proposal","Rachelle","Wonderful Products Inc.",2013-07-03,0
"1783",89168672,90000,"Pinto","Pavit","Webinar","Lead","Nestor","Wonderful Partners Inc.",2014-11-05,0
"1784",66246932,20000,"el-Atallah","Desiree","Web","Suspect","Nestor","Wonderful Services Inc.",2017-07-02,0
"1785",86877212,10000,"Pollick","Taylor","Email","Lead","Shay","Wonderful Enterprises LLC",2013-11-07,0
"1786",71358263,50000,"Sylvia","Daniel","Conference","Opportunity","Angelo","Wonderful Partners Inc.",2013-11-24,0
"1787",18182942,70000,"Arias","Kincaid","Referral","Proposal","Nestor","Popular Enterprises LLC",2013-05-15,0
"1788",9580845,50000,"Qasemi","Donald","Webinar","Proposal","Nestor","Wonderful Goods Inc.",2014-12-14,0
"1789",27087720,90000,"Nguyen","Adan","Webinar","Lead","Haamida","Great Partners LLP",2017-04-27,0
"1790",10332560,90000,"Zambrano","Selamawit","Email","Lead","Haamida","Great Enterprises Inc.",2013-03-29,0
"1791",15507319,40000,"Apodaca-Anaya","Thaaqib","Web","Negotiation","Haamida","Great Products Inc.",2015-12-03,0
"1792",96529325,100000,"Rico","Zhakira","Email","Suspect","Hunter","Great Enterprises Inc.",2016-03-24,0
"1793",62489020,70000,"Kim","Hannah","Social","Closed Lost","Johnson","Popular Services LLP",2017-09-11,0
"1794",31712575,80000,"Surghani","Halen","Social","Proposal","Nestor","Great Partners LLC",2012-11-16,0
"1795",27529897,10000,"Sobke","Montay","Social","Opportunity","Victor","Popular Partners Inc.",2016-10-12,0
"1796",92043289,10000,"al-Khalaf","Leah","Trade Show","Negotiation","Haamida","Wonderful Products LLC",2012-05-11,0
"1797",94413935,20000,"Mclaughlin","Laura","Web","Proposal","Rachelle","Popular Products LLP",2016-08-25,0
"1798",32822520,90000,"el-Zafar","Tyler","Webinar","Closed Lost","Haamida","Wonderful Partners LLC",2015-12-30,0
"1799",26533458,60000,"Diaz","Jacquelyn","Referral","Suspect","Angelo","Popular Partners LLC",2016-05-07,0
"1800",13954908,70000,"Reid","Shawntell","Webinar","Closed Lost","Johnson","Great Services LLC",2013-05-11,0
"1801",42715903,30000,"Belton","Matthew","Trade Show","Suspect","Rachelle","Great Services Inc.",2012-03-29,0
"1802",63909475,100000,"Ahmed","Destinee","Referral","Negotiation","Nestor","Wonderful Services Inc.",2014-04-25,0
"1803",19194075,60000,"Bean","Latisha","Web","Proposal","Rachelle","Wonderful Products LLC",2012-11-24,0
"1804",4990879,100000,"el-Mina","Kellen","Social","Suspect","Rachelle","Wonderful Partners LLC",2017-10-03,0
"1805",65580048,40000,"Otten","Malia","Trade Show","Negotiation","Johnson","Great Enterprises Inc.",2014-01-21,0
"1806",37556558,90000,"Westerberg","Hawraa","Trade Show","Negotiation","Haamida","Popular Enterprises LLP",2012-04-23,0
"1807",74286237,40000,"Thompson","Ayala","Webinar","Opportunity","Shay","Popular Goods LLC",2014-06-22,0
"1808",10716951,10000,"Munoz","Yaniza","Email","Lead","Shay","Wonderful Goods LLP",2014-09-05,0
"1809",23063152,20000,"Goodbear","Isaiah","Trade Show","Prospect","Shay","Great Partners LLC",2017-09-08,0
"1810",79180768,70000,"Belton","Hazeela","Trade Show","Negotiation","Johnson","Wonderful Enterprises LLP",2012-12-03,0
"1811",3568251,90000,"Beasley","Trevor","Paid Ads","Proposal","Shay","Wonderful Products Inc.",2014-07-30,0
"1812",39380427,70000,"al-Azad","Leioka","Webinar","Negotiation","Haamida","Popular Products LLP",2013-02-14,0
"1813",21602490,50000,"Stroup","Charles","Paid Ads","Closed Won","Shay","Great Enterprises LLP",2013-02-19,1
"1814",14438234,30000,"Hernandez","Shane","Email","Prospect","Victor","Great Services Inc.",2014-08-03,0
"1815",65450291,50000,"Gonzales","Wendy","Paid Ads","Negotiation","Nestor","Wonderful Services LLC",2014-04-29,0
"1816",53092516,10000,"Rosales","Shaimaaa","Email","Lead","Angelo","Wonderful Enterprises LLC",2016-11-23,0
"1817",90126673,40000,"el-Vaziri","Johnathan","Email","Proposal","Rachelle","Popular Enterprises Inc.",2014-10-27,0
"1818",65657176,90000,"el-Majeed","Glen","Email","Opportunity","Shay","Great Services LLC",2014-12-18,0
"1819",92090703,60000,"Mungovan","Jaime","Web","Opportunity","Hunter","Popular Services LLC",2012-03-19,0
"1820",82631531,100000,"Burk","Muna","Social","Closed Lost","Shay","Great Products Inc.",2015-09-04,0
"1821",25119646,50000,"Acosta","Alexandria","Trade Show","Negotiation","Nestor","Wonderful Products LLP",2012-06-01,0
"1822",128146,40000,"Kelly","Fawzi","Trade Show","Closed Lost","Haamida","Wonderful Partners LLC",2013-03-02,0
"1823",39714674,60000,"Payan","Josiah","Email","Prospect","Hunter","Great Goods LLP",2017-03-02,0
"1824",63955843,90000,"Smeal","Riley","Paid Ads","Prospect","Haamida","Wonderful Goods Inc.",2016-03-02,0
"1825",81788403,70000,"Ghosh","Steven","Webinar","Negotiation","Johnson","Popular Goods LLC",2016-05-12,0
"1826",30820078,70000,"Aiello","Fanio","Conference","Closed Won","Johnson","Wonderful Goods Inc.",2015-08-09,1
"1827",59141426,90000,"Hamilton","Aaron","Email","Suspect","Shay","Great Goods Inc.",2016-03-28,0
"1828",69072672,30000,"Le","Jennifer","Paid Ads","Proposal","Haamida","Great Goods LLC",2013-10-29,0
"1829",79940177,50000,"Phenna","Rachel","Referral","Closed Won","Hunter","Popular Services Inc.",2017-11-08,1
"1830",548461,70000,"Kiros","Steven","Conference","Prospect","Victor","Great Products LLC",2017-09-07,0
"1831",53217062,20000,"Peevy","Rebecca","Paid Ads","Closed Won","Nestor","Great Partners LLC",2014-01-20,1
"1832",66144131,90000,"el-Niazi","Gail","Email","Closed Lost","Johnson","Great Enterprises LLC",2013-07-03,0
"1833",80798050,70000,"Whalin","Katelynn","Web","Closed Lost","Haamida","Great Partners LLP",2014-11-05,0
"1834",67409355,50000,"Lawrence","Keyona","Referral","Prospect","Haamida","Wonderful Partners LLC",2017-07-02,0
"1835",14397211,100000,"el-Sharaf","Alexandria","Trade Show","Suspect","Hunter","Popular Partners LLP",2013-11-07,0
"1836",39469749,30000,"Mc Dowell-Givens","Deion","Trade Show","Proposal","Johnson","Wonderful Goods Inc.",2013-11-24,0
"1837",31909418,50000,"Quarles","Mashayla","Paid Ads","Lead","Nestor","Great Partners LLP",2013-05-15,0
"1838",74591427,70000,"el-Sharif","Samantha","Paid Ads","Prospect","Nestor","Wonderful Partners Inc.",2014-12-14,0
"1839",7861770,90000,"Romero","Daniel","Webinar","Suspect","Johnson","Wonderful Partners LLC",2017-04-27,0
"1840",14816420,100000,"Thorson","Amy","Social","Closed Lost","Angelo","Wonderful Partners LLC",2013-03-29,0
"1841",50237453,70000,"el-Malek","Ashley","Conference","Lead","Victor","Great Services Inc.",2015-12-03,0
"1842",54731159,40000,"Nguyen","Mario","Paid Ads","Closed Lost","Haamida","Great Enterprises Inc.",2016-03-24,0
"1843",44785021,50000,"Puentes","George","Trade Show","Negotiation","Victor","Great Enterprises Inc.",2017-09-11,0
"1844",32730958,50000,"Mangisel","Nicholas","Web","Opportunity","Rachelle","Great Goods Inc.",2012-11-16,0
"1845",5091805,90000,"el-Bari","Christina","Trade Show","Negotiation","Nestor","Popular Goods Inc.",2016-10-12,0
"1846",48740625,70000,"Lakobong","Michel","Paid Ads","Suspect","Hunter","Wonderful Goods LLC",2012-05-11,0
"1847",76593214,30000,"Young","Erin","Paid Ads","Suspect","Hunter","Great Enterprises LLP",2016-08-25,0
"1848",70586799,20000,"Harrell","Ever","Conference","Proposal","Johnson","Wonderful Products Inc.",2015-12-30,0
"1849",30704947,90000,"Bustos Ramos","Ashton","Paid Ads","Negotiation","Rachelle","Great Services Inc.",2016-05-07,0
"1850",59164264,100000,"Cave","Naomi","Trade Show","Proposal","Angelo","Popular Partners LLP",2013-05-11,0
"1851",99499106,50000,"Revello","Jessica","Referral","Lead","Victor","Great Goods Inc.",2012-03-29,0
"1852",5583231,40000,"Vang","Clinton","Webinar","Closed Won","Haamida","Wonderful Goods Inc.",2014-04-25,1
"1853",86899986,20000,"Sheh","Fawqiyya","Email","Suspect","Nestor","Great Products LLC",2012-11-24,0
"1854",36825463,20000,"Halverson","Josue","Web","Closed Lost","Angelo","Great Goods Inc.",2017-10-03,0
"1855",56732169,80000,"Paskemin","Antonio","Referral","Suspect","Nestor","Great Services LLP",2014-01-21,0
"1856",96460506,100000,"Heckler","Monique","Email","Suspect","Shay","Wonderful Services LLP",2012-04-23,0
"1857",22403110,80000,"Smith","Elizabeth","Referral","Proposal","Johnson","Wonderful Products LLP",2014-06-22,0
"1858",64806270,90000,"Burtlow","Rafeeda","Referral","Negotiation","Nestor","Great Products LLC",2014-09-05,0
"1859",45800895,60000,"Matthias","Crystal","Web","Lead","Nestor","Popular Partners Inc.",2017-09-08,0
"1860",99248248,10000,"Sasi","Candyse","Email","Lead","Victor","Great Services LLP",2012-12-03,0
"1861",51610192,40000,"Trainer","Kaying","Conference","Opportunity","Nestor","Great Partners Inc.",2014-07-30,0
"1862",37597821,10000,"Nealey","Kiersten","Social","Prospect","Rachelle","Wonderful Partners LLP",2013-02-14,0
"1863",2057747,50000,"el-Baten","Cristian","Webinar","Negotiation","Haamida","Great Enterprises LLC",2013-02-19,0
"1864",62672273,70000,"Webster","Karesha","Webinar","Proposal","Victor","Wonderful Enterprises LLP",2014-08-03,0
"1865",91873142,50000,"Johnson","Santee","Referral","Closed Lost","Shay","Wonderful Services LLP",2014-04-29,0
"1866",49442708,90000,"Sandstede","Tyler","Conference","Closed Lost","Nestor","Wonderful Partners Inc.",2016-11-23,0
"1867",25794386,50000,"Paproski","Madysen","Web","Negotiation","Haamida","Wonderful Services LLC",2014-10-27,0
"1868",42521742,40000,"Anderson","Paul","Paid Ads","Closed Won","Shay","Wonderful Enterprises LLP",2014-12-18,1
"1869",28803582,30000,"Doughty","Kalan","Conference","Prospect","Johnson","Great Services Inc.",2012-03-19,0
"1870",63880055,10000,"el-Rashed","Brandy","Conference","Lead","Nestor","Popular Products LLC",2015-09-04,0
"1871",90912075,50000,"Williams","Anna","Email","Closed Won","Victor","Wonderful Services Inc.",2012-06-01,1
"1872",44703077,100000,"Josey"," Mahdi","Email","Closed Lost","Johnson","Wonderful Goods LLP",2013-03-02,0
"1873",38889245,80000,"el-Ghaffari","Justine","Paid Ads","Prospect","Angelo","Popular Products LLP",2017-03-02,0
"1874",616829,40000,"Danner","Aanisa","Trade Show","Closed Won","Shay","Wonderful Enterprises Inc.",2016-03-02,1
"1875",23141960,40000,"Johnson","Saabiqa","Trade Show","Suspect","Hunter","Wonderful Partners LLC",2016-05-12,0
"1876",35202319,50000,"Greve","Sunny","Paid Ads","Negotiation","Victor","Great Goods LLP",2015-08-09,0
"1877",7402352,50000,"Rino","Estefania","Paid Ads","Opportunity","Rachelle","Great Enterprises LLP",2016-03-28,0
"1878",38950988,60000,"Osler","Alexandrea","Referral","Suspect","Rachelle","Wonderful Goods LLP",2013-10-29,0
"1879",35188242,80000,"Sykes","Maria","Social","Closed Won","Rachelle","Great Enterprises LLC",2017-11-08,1
"1880",11038348,20000,"al-Mansur","Numair","Referral","Closed Won","Victor","Wonderful Products LLP",2017-09-07,1
"1881",51214344,20000,"White","Jennifer","Web","Prospect","Rachelle","Popular Products Inc.",2014-01-20,0
"1882",94836625,20000,"Martinez","Alonso","Webinar","Prospect","Victor","Popular Goods LLP",2013-07-03,0
"1883",92261010,70000,"Sierra","Acineth","Email","Closed Lost","Rachelle","Wonderful Services LLC",2014-11-05,0
"1884",94038735,40000,"Carter","Harley","Web","Proposal","Hunter","Great Goods Inc.",2017-07-02,0
"1885",97430505,40000,"Quintana","Aaron","Web","Prospect","Hunter","Wonderful Services LLC",2013-11-07,0
"1886",60081991,90000,"Richard","Kirsten","Conference","Closed Won","Rachelle","Popular Services Inc.",2013-11-24,1
"1887",7766319,90000,"Crowley","Justus","Trade Show","Closed Won","Shay","Great Products LLC",2013-05-15,1
"1888",80869613,70000,"Pacheco","Haley","Social","Closed Lost","Hunter","Popular Products Inc.",2014-12-14,0
"1889",36839422,30000,"el-Hussein","Ashanti","Paid Ads","Prospect","Shay","Great Goods LLP",2017-04-27,0
